"filename", "language", "YAML", "JSON with Comments", "Markdown", "HTML", "JSON", "JavaScript", "TypeScript JSX", "CSS", "TypeScript", "XML", "Shell Script", "Ignore", "SCSS", "Gradle", "Java Properties", "Batch", "Java", "Ruby", "Docker", "Swift", "Objective-C", "MS SQL", "comment", "blank", "total"
"/home/adil/Life_OS_v2/assistant/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 62
"/home/adil/Life_OS_v2/assistant/components/ui/use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/home/adil/Life_OS_v2/assistant/components/ui/use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 192
"/home/adil/Life_OS_v2/assistant/hooks/use-mobile.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/home/adil/Life_OS_v2/assistant/hooks/use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 192
"/home/adil/Life_OS_v2/assistant/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/adil/Life_OS_v2/assistant/next.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/adil/Life_OS_v2/assistant/package-lock.json", "JSON", 0, 0, 0, 0, 4094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4095
"/home/adil/Life_OS_v2/assistant/package.json", "JSON", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74
"/home/adil/Life_OS_v2/assistant/postcss.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
